_id,from,to
69d400827dca6ba0935ac087,MSP,FAR
69d400827dca6ba0935ac088,MSP,FCA
69d400827dca6ba0935ac089,MSP,FLL
69d400827dca6ba0935ac08a,MSP,FNT
69d400827dca6ba0935ac08b,MSP,FSD
69d400827dca6ba0935ac08c,MSP,FWA
69d400827dca6ba0935ac08d,MSP,GEG
69d400827dca6ba0935ac08e,MSP,GFK
69d400827dca6ba0935ac08f,MSP,GRB
69d400827dca6ba0935ac090,MSP,GRR
69d400827dca6ba0935ac091,MSP,GTF
69d400827dca6ba0935ac092,MSP,HIB
69d400827dca6ba0935ac093,MSP,HLN
69d400827dca6ba0935ac094,MSP,IAD
69d400827dca6ba0935ac095,MSP,IAH
69d400827dca6ba0935ac096,MSP,ICT
69d400827dca6ba0935ac097,MSP,IMT
69d400827dca6ba0935ac098,MSP,IND
69d400827dca6ba0935ac099,MSP,INL
69d400827dca6ba0935ac09a,MSP,ISN
69d400827dca6ba0935ac09b,MSP,JAX
69d400827dca6ba0935ac09c,MSP,JFK
69d400827dca6ba0935ac09d,MSP,LAN
69d400827dca6ba0935ac09e,MSP,LAS
69d400827dca6ba0935ac09f,MSP,LEX
69d400827dca6ba0935ac0a0,MSP,LGA
69d400827dca6ba0935ac0a1,MSP,LNK
69d400827dca6ba0935ac0a2,MSP,LSE
69d400827dca6ba0935ac0a3,MSP,MBS
69d400827dca6ba0935ac0a4,MSP,MCI
69d400827dca6ba0935ac0a5,MSP,MCO
69d400827dca6ba0935ac0a6,MSP,MDW
69d400827dca6ba0935ac0a7,MSP,MEM
69d400827dca6ba0935ac0a8,MSP,MKE
69d400827dca6ba0935ac0a9,MSP,MLI
69d400827dca6ba0935ac0aa,MSP,MOT
69d400827dca6ba0935ac0ab,MSP,MSN
69d400827dca6ba0935ac0ac,MSP,MSO
69d400827dca6ba0935ac0ad,MSP,NRT
69d400827dca6ba0935ac0ae,MSP,OKC
69d400827dca6ba0935ac0af,MSP,OMA
69d400827dca6ba0935ac0b0,MSP,ORF
69d400827dca6ba0935ac0b1,MSP,PDX
69d400827dca6ba0935ac0b2,MSP,PIA
69d400827dca6ba0935ac0b3,MSP,PIT
69d400827dca6ba0935ac0b4,MSP,PSC
69d400827dca6ba0935ac0b5,MSP,PSP
69d400827dca6ba0935ac0b6,MSP,RAP
69d400827dca6ba0935ac0b7,MSP,RDU
69d400827dca6ba0935ac0b8,MSP,RHI
69d400827dca6ba0935ac0b9,MSP,RIC
69d400827dca6ba0935ac0ba,MSP,ROC
69d400827dca6ba0935ac0bb,MSP,RST
69d400827dca6ba0935ac0bc,MSP,RSW
69d400827dca6ba0935ac0bd,MSP,SAT
69d400827dca6ba0935ac0be,MSP,SBN
69d400827dca6ba0935ac0bf,MSP,SDF
69d400827dca6ba0935ac0c0,MSP,SJC
69d400827dca6ba0935ac0c1,MSP,SLC
69d400827dca6ba0935ac0c2,MSP,SMF
69d400827dca6ba0935ac0c3,MSP,SNA
69d400827dca6ba0935ac0c4,MSP,STL
69d400827dca6ba0935ac0c5,MSP,SYR
69d400827dca6ba0935ac0c6,MSP,TPA
69d400827dca6ba0935ac0c7,MSP,TUL
69d400827dca6ba0935ac0c8,MSP,TUS
69d400827dca6ba0935ac0c9,MSP,TVC
69d400827dca6ba0935ac0ca,MSP,TYS
69d400827dca6ba0935ac0cb,MSP,XNA
69d400827dca6ba0935ac0cc,MSP,YEG
69d400827dca6ba0935ac0cd,MSP,YQR
69d400827dca6ba0935ac0ce,MSP,YUL
69d400827dca6ba0935ac0cf,MSP,YVR
69d400827dca6ba0935ac0d0,MSP,YWG
69d400827dca6ba0935ac0d1,MSP,YXE
69d400827dca6ba0935ac0d2,MSP,YYC
69d400827dca6ba0935ac0d3,MSY,CVG
69d400827dca6ba0935ac0d4,MYR,BOS
69d400827dca6ba0935ac0d5,MYR,DTW
69d400827dca6ba0935ac0d6,MYR,LGA
69d400827dca6ba0935ac0d7,NAS,DTW
69d400827dca6ba0935ac0d8,NGO,DTW
69d400827dca6ba0935ac0d9,NGO,GUM
69d400827dca6ba0935ac0da,NRT,ATL
69d400827dca6ba0935ac0db,NRT,DTW
69d400827dca6ba0935ac0dc,NRT,GUM
69d400827dca6ba0935ac0dd,NRT,MSP
69d400827dca6ba0935ac0de,NRT,PDX
69d400827dca6ba0935ac0df,NRT,ROR
69d400827dca6ba0935ac0e0,NRT,SEA
69d400827dca6ba0935ac0e1,OAK,LAX
69d400827dca6ba0935ac0e2,OAK,SLC
69d400827dca6ba0935ac0e3,OKC,DTW
69d400827dca6ba0935ac0e4,OKC,MSP
69d400827dca6ba0935ac0e5,OKC,SLC
69d400827dca6ba0935ac0e6,OMA,DTW
69d400827dca6ba0935ac0e7,OMA,LGA
69d400827dca6ba0935ac0e8,OMA,MCO
69d400827dca6ba0935ac0e9,OMA,MSP
69d400827dca6ba0935ac0ea,OMA,SLC
69d400827dca6ba0935ac0eb,ONT,SLC
69d400827dca6ba0935ac0ec,ORD,AMS
69d400827dca6ba0935ac0ed,ORD,ICN
69d400827dca6ba0935ac0ee,ORF,DTW
69d400827dca6ba0935ac0ef,ORF,MCO
69d400827dca6ba0935ac0f0,ORF,MSP
69d400827dca6ba0935ac0f1,PAP,ATL
69d400827dca6ba0935ac0f2,PBI,DTW
69d400827dca6ba0935ac0f3,PDX,AMS
69d400827dca6ba0935ac0f4,PDX,MSP
69d400827dca6ba0935ac0f5,PDX,NRT
69d400827dca6ba0935ac0f6,PHL,JFK
69d400827dca6ba0935ac0f7,PIA,DTW
69d400827dca6ba0935ac0f8,PIA,MSP
69d400827dca6ba0935ac0f9,PIH,SLC
69d400827dca6ba0935ac0fa,PIT,CVG
69d400827dca6ba0935ac0fb,PIT,DTW
69d400827dca6ba0935ac0fc,PIT,MCO
69d400827dca6ba0935ac0fd,PIT,MEM
69d400827dca6ba0935ac0fe,PIT,MSP
69d400827dca6ba0935ac0ff,PIT,PUJ
69d400827dca6ba0935ac100,PLN,DTW
69d400827dca6ba0935ac101,PLS,ATL
69d400827dca6ba0935ac102,PSC,MSP
69d400827dca6ba0935ac103,PSC,SLC
69d400827dca6ba0935ac104,PSP,MSP
69d400827dca6ba0935ac105,PSP,SLC
69d400827dca6ba0935ac106,PUJ,ATL
69d400827dca6ba0935ac107,PUJ,CVG
69d400827dca6ba0935ac108,PUJ,DTW
69d400827dca6ba0935ac109,PUJ,PIT
69d400827dca6ba0935ac10a,PVD,DTW
69d400827dca6ba0935ac10b,PVG,JFK
69d400827dca6ba0935ac10c,PVG,SEA
69d400827dca6ba0935ac10d,RAP,MSP
69d400827dca6ba0935ac10e,RAP,SLC
69d400827dca6ba0935ac10f,RDM,SLC
69d400827dca6ba0935ac110,RDU,BDL
69d400827dca6ba0935ac111,RDU,BWI
69d400827dca6ba0935ac112,RDU,CMH
69d400827dca6ba0935ac113,RDU,CVG
69d400827dca6ba0935ac114,RDU,DTW
69d400827dca6ba0935ac115,RDU,IND
69d400827dca6ba0935ac116,RDU,LAS
69d400827dca6ba0935ac117,RDU,MCO
69d400827dca6ba0935ac118,RDU,MEM
69d400827dca6ba0935ac119,RDU,MSP
69d400827dca6ba0935ac11a,RDU,SLC
69d400827dca6ba0935ac11b,RDU,TPA
69d400827dca6ba0935ac11c,REP,ICN
69d400827dca6ba0935ac11d,RHI,IMT
69d400827dca6ba0935ac11e,RHI,MSP
69d400827dca6ba0935ac11f,RIC,CVG
69d400827dca6ba0935ac120,RIC,DTW
69d400827dca6ba0935ac121,RIC,JFK
69d400827dca6ba0935ac122,RIC,MSP
69d400827dca6ba0935ac123,RKS,GCC
69d400827dca6ba0935ac124,RKS,SLC
69d400827dca6ba0935ac125,RNO,SLC
69d400827dca6ba0935ac126,ROA,DTW
69d400827dca6ba0935ac127,ROC,DTW
69d400827dca6ba0935ac128,ROC,LGA
69d400827dca6ba0935ac129,ROC,MSP
69d400827dca6ba0935ac12a,RST,MSP
69d400827dca6ba0935ac12b,RSW,CMH
69d400827dca6ba0935ac12c,RSW,CVG
69d400827dca6ba0935ac12d,RSW,DTW
69d400827dca6ba0935ac12e,RSW,IND
69d400827dca6ba0935ac12f,RSW,MSP
69d400827dca6ba0935ac130,RTB,ATL
69d400827dca6ba0935ac131,SAL,ATL
69d400827dca6ba0935ac132,SAP,ATL
69d400827dca6ba0935ac133,SAT,DTW
69d400827dca6ba0935ac134,SAT,JFK
69d400827dca6ba0935ac135,SAT,MCO
69d400827dca6ba0935ac136,SAT,MEM
69d400827dca6ba0935ac137,SAT,MSP
69d400827dca6ba0935ac138,SAT,SLC
69d400827dca6ba0935ac139,SAV,DTW
69d400827dca6ba0935ac13a,SAV,LGA
69d400827dca6ba0935ac13b,SBN,DTW
69d400827dca6ba0935ac13c,SBN,MSP
69d400827dca6ba0935ac13d,SCE,DTW
69d400827dca6ba0935ac13e,SCL,ATL
69d400827dca6ba0935ac13f,SDF,DTW
69d400827dca6ba0935ac140,SDF,JFK
69d400827dca6ba0935ac141,SDF,MCO
69d400827dca6ba0935ac142,SDF,MSP
69d400827dca6ba0935ac143,SDQ,ATL
69d400827dca6ba0935ac144,SDQ,GIG
69d400827dca6ba0935ac145,SDQ,GRU
69d400827dca6ba0935ac146,SEA,AMS
69d400827dca6ba0935ac147,SEA,DTW
69d400827dca6ba0935ac148,SEA,HND
69d400827dca6ba0935ac149,SEA,ICN
69d400827dca6ba0935ac14a,SEA,NRT
69d400827dca6ba0935ac14b,SEA,PVG
69d400827dca6ba0935ac14c,SFO,AMS
69d400827dca6ba0935ac14d,SFO,CVG
69d400827dca6ba0935ac14e,SFO,DTW
69d400827dca6ba0935ac14f,SFO,MSP
69d400827dca6ba0935ac150,SFO,SLC
69d400827dca6ba0935ac151,SGU,SLC
69d400827dca6ba0935ac152,SJC,ATL
69d400827dca6ba0935ac153,SJC,MSP
69d400827dca6ba0935ac154,SJC,SLC
69d400827dca6ba0935ac155,SJO,LAX
69d400827dca6ba0935ac156,SJU,DTW
69d400827dca6ba0935ac157,SLC,ABQ
69d400827dca6ba0935ac158,SLC,ANC
69d400827dca6ba0935ac159,SLC,AUS
69d400827dca6ba0935ac15a,SLC,BIL
69d400827dca6ba0935ac15b,SLC,BNA
69d400827dca6ba0935ac15c,SLC,BOI
69d400827dca6ba0935ac15d,SLC,BOS
69d400827dca6ba0935ac15e,SLC,BTM
69d400827dca6ba0935ac15f,SLC,BUR
69d400827dca6ba0935ac160,SLC,BWI
69d400827dca6ba0935ac161,SLC,BZN
69d400827dca6ba0935ac162,SLC,CDC
69d400827dca6ba0935ac163,SLC,CNY
69d400827dca6ba0935ac164,SLC,COD
69d400827dca6ba0935ac165,SLC,COS
69d400827dca6ba0935ac166,SLC,CPR
69d400827dca6ba0935ac167,SLC,DCA
69d400827dca6ba0935ac168,SLC,DEN
69d400827dca6ba0935ac169,SLC,DTW
69d400827dca6ba0935ac16a,SLC,EKO
69d400827dca6ba0935ac16b,SLC,EUG
69d400827dca6ba0935ac16c,SLC,EWR
69d400827dca6ba0935ac16d,SLC,FAR
69d400827dca6ba0935ac16e,SLC,FAT
69d400827dca6ba0935ac16f,SLC,FCA
69d400827dca6ba0935ac170,SLC,GCC
69d400827dca6ba0935ac171,SLC,GDL
69d400827dca6ba0935ac172,SLC,GEG
69d400827dca6ba0935ac173,SLC,GJT
69d400827dca6ba0935ac174,SLC,GTF
69d400827dca6ba0935ac175,SLC,HLN
69d400827dca6ba0935ac176,SLC,HNL
69d400827dca6ba0935ac177,SLC,IAH
69d400827dca6ba0935ac178,SLC,IDA
69d400827dca6ba0935ac179,SLC,IND
69d400827dca6ba0935ac17a,SLC,JAC
69d400827dca6ba0935ac17b,SLC,LAS
69d400827dca6ba0935ac17c,SLC,LWS
69d400827dca6ba0935ac17d,SLC,MCI
69d400827dca6ba0935ac17e,SLC,MCO
69d400827dca6ba0935ac17f,SLC,MEM
69d400827dca6ba0935ac180,SLC,MFR
69d400827dca6ba0935ac181,SLC,MSN
69d400827dca6ba0935ac182,SLC,MSO
69d400827dca6ba0935ac183,SLC,MSP
69d400827dca6ba0935ac184,SLC,OAK
69d400827dca6ba0935ac185,SLC,OKC
69d400827dca6ba0935ac186,SLC,OMA
69d400827dca6ba0935ac187,SLC,ONT
69d400827dca6ba0935ac188,SLC,PIH
69d400827dca6ba0935ac189,SLC,PSC
69d400827dca6ba0935ac18a,SLC,PSP
69d400827dca6ba0935ac18b,SLC,RAP
69d400827dca6ba0935ac18c,SLC,RDM
69d400827dca6ba0935ac18d,SLC,RDU
69d400827dca6ba0935ac18e,SLC,RKS
69d400827dca6ba0935ac18f,SLC,RNO
69d400827dca6ba0935ac190,SLC,SAT
69d400827dca6ba0935ac191,SLC,SFO
69d400827dca6ba0935ac192,SLC,SGU
69d400827dca6ba0935ac193,SLC,SJC
69d400827dca6ba0935ac194,SLC,SMF
69d400827dca6ba0935ac195,SLC,SNA
69d400827dca6ba0935ac196,SLC,STL
69d400827dca6ba0935ac197,SLC,TUL
69d400827dca6ba0935ac198,SLC,TUS
69d400827dca6ba0935ac199,SLC,TWF
69d400827dca6ba0935ac19a,SLC,VEL
69d400827dca6ba0935ac19b,SLC,YVR
69d400827dca6ba0935ac19c,SLC,YYC
69d400827dca6ba0935ac19d,SMF,MSP
69d400827dca6ba0935ac19e,SMF,SLC
69d400827dca6ba0935ac19f,SNA,MSP
69d400827dca6ba0935ac1a0,SNA,SLC
69d400827dca6ba0935ac1a1,SNA,YVR
69d400827dca6ba0935ac1a2,SPN,NGO
69d400827dca6ba0935ac1a3,SPN,NRT
69d400827dca6ba0935ac1a4,STL,CVG
69d400827dca6ba0935ac1a5,STL,DTW
69d400827dca6ba0935ac1a6,STL,JFK
69d400827dca6ba0935ac1a7,STL,MSP
69d400827dca6ba0935ac1a8,STL,SLC
69d400827dca6ba0935ac1a9,SVO,IAD
69d400827dca6ba0935ac1aa,SVO,JFK
69d400827dca6ba0935ac1ab,SVO,LAX
69d400827dca6ba0935ac1ac,SVO,MIA
69d400827dca6ba0935ac1ad,SWF,DTW
69d400827dca6ba0935ac1ae,SXM,ATL
69d400827dca6ba0935ac1af,SYR,DTW
69d400827dca6ba0935ac1b0,SYR,LGA
69d400827dca6ba0935ac1b1,SYR,MSP
69d400827dca6ba0935ac1b2,TGU,ATL
69d400827dca6ba0935ac1b3,TLV,JFK
69d400827dca6ba0935ac1b4,TPA,CMH
69d400827dca6ba0935ac1b5,TPA,CVG
69d400827dca6ba0935ac1b6,TPA,DTW
69d400827dca6ba0935ac1b7,TPA,IND
69d400827dca6ba0935ac1b8,TPA,LAX
69d400827dca6ba0935ac1b9,TPA,MSP
69d400827dca6ba0935ac1ba,TPA,RDU
69d400827dca6ba0935ac1bb,TUL,DTW
69d400827dca6ba0935ac1bc,TUL,MSP
69d400827dca6ba0935ac1bd,TUL,SLC
69d400827dca6ba0935ac1be,TUS,MSP
69d400827dca6ba0935ac1bf,TUS,SLC
69d400827dca6ba0935ac1c0,TVC,DTW
69d400827dca6ba0935ac1c1,TVC,MSP
69d400827dca6ba0935ac1c2,TWF,SLC
69d400827dca6ba0935ac1c3,TYS,DTW
69d400827dca6ba0935ac1c4,TYS,MSP
69d400827dca6ba0935ac1c5,UIO,ATL
69d400827dca6ba0935ac1c6,UVF,ATL
69d400827dca6ba0935ac1c7,VEL,SLC
69d400827dca6ba0935ac1c8,XNA,CVG
69d400827dca6ba0935ac1c9,XNA,DTW
69d400827dca6ba0935ac1ca,XNA,MSP
69d400827dca6ba0935ac1cb,YEG,MSP
69d400827dca6ba0935ac1cc,YHZ,LGA
69d400827dca6ba0935ac1cd,YOW,DTW
69d400827dca6ba0935ac1ce,YQR,MSP
69d400827dca6ba0935ac1cf,YUL,AMS
69d400827dca6ba0935ac1d0,YUL,MSP
69d400827dca6ba0935ac1d1,YVR,AMS
69d400827dca6ba0935ac1d2,YVR,MSP
69d400827dca6ba0935ac1d3,YVR,SLC
69d400827dca6ba0935ac1d4,YVR,SNA
69d400827dca6ba0935ac1d5,YWG,MSP
69d400827dca6ba0935ac1d6,YXE,MSP
69d400827dca6ba0935ac1d7,YYC,AMS
69d400827dca6ba0935ac1d8,YYC,MSP
69d400827dca6ba0935ac1d9,YYC,SLC
69d400827dca6ba0935ac1da,YYZ,AMS
69d400827dca6ba0935ac1db,ZRH,ATL
69d400827dca6ba0935ac1dc,ABJ,COO
69d400827dca6ba0935ac1dd,ABJ,DKR
69d400827dca6ba0935ac1de,COO,DKR
69d400827dca6ba0935ac1df,COO,DLA
69d400827dca6ba0935ac1e0,CSK,DKR
69d400827dca6ba0935ac1e1,DKR,ABJ
69d400827dca6ba0935ac1e2,DKR,COO
69d400827dca6ba0935ac1e3,DKR,NKC
69d400827dca6ba0935ac1e4,DKR,RAI
69d400827dca6ba0935ac1e5,DKR,ZIG
69d400827dca6ba0935ac1e6,DLA,COO
69d400827dca6ba0935ac1e7,NKC,DKR
69d400827dca6ba0935ac1e8,RAI,DKR
69d400827dca6ba0935ac1e9,ZIG,CSK
69d400827dca6ba0935ac1ea,ZIG,DKR
69d400827dca6ba0935ac1eb,BZV,LAD
69d400827dca6ba0935ac1ec,CAB,LAD
69d400827dca6ba0935ac1ed,CAB,SZA
69d400827dca6ba0935ac1ee,CBT,LAD
69d400827dca6ba0935ac1ef,CBT,VPE
69d400827dca6ba0935ac1f0,CPT,LAD
69d400827dca6ba0935ac1f1,DXB,LAD
69d400827dca6ba0935ac1f2,GIG,LAD
69d400827dca6ba0935ac1f3,GRU,LAD
69d400827dca6ba0935ac1f4,HAV,LAD
69d400827dca6ba0935ac1f5,JNB,LAD
69d400827dca6ba0935ac1f6,LAD,BZV
69d400827dca6ba0935ac1f7,LAD,CAB
69d400827dca6ba0935ac1f8,LAD,CBT
69d400827dca6ba0935ac1f9,LAD,CPT
69d400827dca6ba0935ac1fa,LAD,DXB
69d400827dca6ba0935ac1fb,LAD,GIG
69d400827dca6ba0935ac1fc,LAD,GRU
69d400827dca6ba0935ac1fd,LAD,HAV
69d400827dca6ba0935ac1fe,LAD,HRE
69d400827dca6ba0935ac1ff,LAD,JNB
69d400827dca6ba0935ac200,LAD,LIS
69d400827dca6ba0935ac201,LAD,LUO
69d400827dca6ba0935ac202,LAD,MEG
69d400827dca6ba0935ac203,LAD,MSZ
69d400827dca6ba0935ac204,LAD,NOV
69d400827dca6ba0935ac205,LAD,OPO
69d400827dca6ba0935ac206,LAD,PEK
69d400827dca6ba0935ac207,LAD,SDD
69d400827dca6ba0935ac208,LAD,SPP
69d400827dca6ba0935ac209,LAD,SVP
69d400827dca6ba0935ac20a,LAD,SZA
69d400827dca6ba0935ac20b,LAD,TMS
69d400827dca6ba0935ac20c,LAD,VHC
69d400827dca6ba0935ac20d,LAD,VPE
69d400827dca6ba0935ac20e,LAD,WDH
69d400827dca6ba0935ac20f,LIS,LAD
69d400827dca6ba0935ac210,LUN,LAD
69d400827dca6ba0935ac211,LUO,LAD
69d400827dca6ba0935ac212,MEG,LAD
69d400827dca6ba0935ac213,MEG,VHC
69d400827dca6ba0935ac214,MSZ,LAD
69d400827dca6ba0935ac215,NOV,LAD
69d400827dca6ba0935ac216,NOV,SPP
69d400827dca6ba0935ac217,NOV,VPE
69d400827dca6ba0935ac218,OPO,LAD
69d400827dca6ba0935ac219,PEK,LAD
69d400827dca6ba0935ac21a,RAI,TMS
69d400827dca6ba0935ac21b,SDD,LAD
69d400827dca6ba0935ac21c,SDD,VPE
69d400827dca6ba0935ac21d,SDD,WDH
69d400827dca6ba0935ac21e,SPP,LAD
69d400827dca6ba0935ac21f,SPP,NOV
69d400827dca6ba0935ac220,SPP,VPE
69d400827dca6ba0935ac221,SVP,LAD
69d400827dca6ba0935ac222,SVP,VPE
69d400827dca6ba0935ac223,SZA,CAB
69d400827dca6ba0935ac224,SZA,LAD
69d400827dca6ba0935ac225,TMS,LAD
69d400827dca6ba0935ac226,TMS,RAI
69d400827dca6ba0935ac227,VHC,LAD
69d400827dca6ba0935ac228,VHC,MEG
69d400827dca6ba0935ac229,VPE,CBT
69d400827dca6ba0935ac22a,VPE,LAD
69d400827dca6ba0935ac22b,VPE,NOV
69d400827dca6ba0935ac22c,VPE,SDD
69d400827dca6ba0935ac22d,VPE,SPP
69d400827dca6ba0935ac22e,VPE,SVP
69d400827dca6ba0935ac22f,WDH,LAD
69d400827dca6ba0935ac230,WDH,SDD
69d400827dca6ba0935ac231,AKX,ALA
69d400827dca6ba0935ac232,AKX,SCO
69d400827dca6ba0935ac233,AKX,TSE
69d400827dca6ba0935ac234,ALA,AKX
69d400827dca6ba0935ac235,ALA,CIT
69d400827dca6ba0935ac236,ALA,DMB
69d400827dca6ba0935ac237,ALA,DZN
69d400827dca6ba0935ac238,ALA,KGF
69d400827dca6ba0935ac239,ALA,KOV
69d400827dca6ba0935ac23a,ALA,KSN
69d400827dca6ba0935ac23b,ALA,PLX
69d400827dca6ba0935ac23c,ALA,PPK
69d400827dca6ba0935ac23d,ALA,SCO
69d400827dca6ba0935ac23e,ALA,TSE
69d400827dca6ba0935ac23f,ALA,UKK
69d400827dca6ba0935ac240,ASF,SCO
69d400827dca6ba0935ac241,CIT,ALA
69d400827dca6ba0935ac242,CIT,DME
69d400827dca6ba0935ac243,CIT,SCO
69d400827dca6ba0935ac244,CIT,TSE
69d400827dca6ba0935ac245,DMB,ALA
69d400827dca6ba0935ac246,DMB,TSE
69d400827dca6ba0935ac247,DME,CIT
69d400827dca6ba0935ac248,DME,SCO
69d400827dca6ba0935ac249,DZN,ALA
69d400827dca6ba0935ac24a,EVN,SCO
69d400827dca6ba0935ac24b,GUW,SCO
69d400827dca6ba0935ac24c,GUW,TSE
69d400827dca6ba0935ac24d,GYD,SCO
69d400827dca6ba0935ac24e,KGF,ALA
69d400827dca6ba0935ac24f,KGF,KZO
69d400827dca6ba0935ac250,KGF,UKK
69d400827dca6ba0935ac251,KOV,ALA
69d400827dca6ba0935ac252,KRR,SCO
69d400827dca6ba0935ac253,KSN,ALA
69d400827dca6ba0935ac254,KZO,KGF
69d400827dca6ba0935ac255,KZO,SCO
69d400827dca6ba0935ac256,MCX,SCO
69d400827dca6ba0935ac257,MRV,SCO
69d400827dca6ba0935ac258,PLX,ALA
69d400827dca6ba0935ac259,PLX,TSE
69d400827dca6ba0935ac25a,PLX,UKK
69d400827dca6ba0935ac25b,PPK,ALA
69d400827dca6ba0935ac25c,PPK,TSE
69d400827dca6ba0935ac25d,SCO,AKX
69d400827dca6ba0935ac25e,SCO,ALA
69d400827dca6ba0935ac25f,SCO,ASF
69d400827dca6ba0935ac260,SCO,CIT
69d400827dca6ba0935ac261,SCO,DME
69d400827dca6ba0935ac262,SCO,EVN
69d400827dca6ba0935ac263,SCO,GUW
69d400827dca6ba0935ac264,SCO,GYD
69d400827dca6ba0935ac265,SCO,KRR
69d400827dca6ba0935ac266,SCO,KZO
69d400827dca6ba0935ac267,SCO,MCX
69d400827dca6ba0935ac268,SCO,MRV
69d400827dca6ba0935ac269,SCO,TBS
69d400827dca6ba0935ac26a,SCO,TSE
69d400827dca6ba0935ac26b,SCO,URA
69d400827dca6ba0935ac26c,SZI,UKK
69d400827dca6ba0935ac26d,TBS,SCO
69d400827dca6ba0935ac26e,TSE,AKX
69d400827dca6ba0935ac26f,TSE,ALA
69d400827dca6ba0935ac270,TSE,CIT
69d400827dca6ba0935ac271,TSE,DMB
69d400827dca6ba0935ac272,TSE,GUW
69d400827dca6ba0935ac273,TSE,PLX
69d400827dca6ba0935ac274,TSE,PPK
69d400827dca6ba0935ac275,TSE,SCO
69d400827dca6ba0935ac276,TSE,UKK
69d400827dca6ba0935ac277,UKK,ALA
69d400827dca6ba0935ac278,UKK,KGF
69d400827dca6ba0935ac279,UKK,PLX
69d400827dca6ba0935ac27a,UKK,SZI
69d400827dca6ba0935ac27b,UKK,TSE
69d400827dca6ba0935ac27c,URA,SCO
69d400827dca6ba0935ac27d,AAL,BLL
69d400827dca6ba0935ac27e,AAL,SVG
69d400827dca6ba0935ac27f,BLL,AAL
69d400827dca6ba0935ac280,BLL,EBJ
69d400827dca6ba0935ac281,BLL,SVG
69d400827dca6ba0935ac282,CPH,RNN
69d400827dca6ba0935ac283,EBJ,BLL
69d400827dca6ba0935ac284,MOL,SRP
69d400827dca6ba0935ac285,OSL,SRP
69d400827dca6ba0935ac286,RNN,CPH
69d400827dca6ba0935ac287,SRP,MOL
69d400827dca6ba0935ac288,SRP,OSL
69d400827dca6ba0935ac289,SRP,SVG
69d400827dca6ba0935ac28a,SVG,AAL
69d400827dca6ba0935ac28b,SVG,BLL
69d400827dca6ba0935ac28c,SVG,SRP
69d400827dca6ba0935ac28d,AAL,AGP
69d400827dca6ba0935ac28e,AAL,ALC
69d400827dca6ba0935ac28f,AAL,CPH
69d400827dca6ba0935ac290,AAL,LGW
69d400827dca6ba0935ac291,AAL,PMI
69d400827dca6ba0935ac292,AES,ALC
69d400827dca6ba0935ac293,AES,LGW
69d400827dca6ba0935ac294,AES,OSL
69d400827dca6ba0935ac295,AGP,AAL
69d400827dca6ba0935ac296,AGP,ARN
69d400827dca6ba0935ac297,AGP,BGO
69d400827dca6ba0935ac298,AGP,CPH
69d400827dca6ba0935ac299,AGP,GOT
69d400827dca6ba0935ac29a,AGP,OSL
69d400827dca6ba0935ac29b,AGP,RYG
69d400827dca6ba0935ac29c,AGP,SVG
69d400827dca6ba0935ac29d,AGP,TRD
69d400827dca6ba0935ac29e,AGP,TRF
69d400827dca6ba0935ac29f,AGP,WAW
69d400827dca6ba0935ac2a0,AJA,ARN
69d400827dca6ba0935ac2a1,AJA,OSL
69d400827dca6ba0935ac2a2,ALC,AAL
69d400827dca6ba0935ac2a3,ALC,AES
69d400827dca6ba0935ac2a4,ALC,ARN
69d400827dca6ba0935ac2a5,ALC,BGO
69d400827dca6ba0935ac2a6,ALC,BLL
69d400827dca6ba0935ac2a7,ALC,CGN
69d400827dca6ba0935ac2a8,ALC,CPH
69d400827dca6ba0935ac2a9,ALC,EVE
69d400827dca6ba0935ac2aa,ALC,GOT
69d400827dca6ba0935ac2ab,ALC,HEL
69d400827dca6ba0935ac2ac,ALC,KSD
69d400827dca6ba0935ac2ad,ALC,MOL
69d400827dca6ba0935ac2ae,ALC,OSL
69d400827dca6ba0935ac2af,ALC,OUL
69d400827dca6ba0935ac2b0,ALC,RYG
69d400827dca6ba0935ac2b1,ALC,SVG
69d400827dca6ba0935ac2b2,ALC,TKU
69d400827dca6ba0935ac2b3,ALC,TOS
69d400827dca6ba0935ac2b4,ALC,TRD
69d400827dca6ba0935ac2b5,ALC,TRF
69d400827dca6ba0935ac2b6,ALC,UME
69d400827dca6ba0935ac2b7,ALF,OSL
69d400827dca6ba0935ac2b8,ALF,TOS
69d400827dca6ba0935ac2b9,AMS,OSL
69d400827dca6ba0935ac2ba,ARN,AGP
69d400827dca6ba0935ac2bb,ARN,AJA
69d400827dca6ba0935ac2bc,ARN,ALC
69d400827dca6ba0935ac2bd,ARN,ATH
69d400827dca6ba0935ac2be,ARN,BCN
69d400827dca6ba0935ac2bf,ARN,BEG
69d400827dca6ba0935ac2c0,ARN,BGO
69d400827dca6ba0935ac2c1,ARN,BKK
69d400827dca6ba0935ac2c2,ARN,BUD
69d400827dca6ba0935ac2c3,ARN,CHQ
69d400827dca6ba0935ac2c4,ARN,CPH
69d400827dca6ba0935ac2c5,ARN,CTA
69d400827dca6ba0935ac2c6,ARN,DBV
69d400827dca6ba0935ac2c7,ARN,EDI
69d400827dca6ba0935ac2c8,ARN,FAO
69d400827dca6ba0935ac2c9,ARN,FCO
69d400827dca6ba0935ac2ca,ARN,FLL
69d400827dca6ba0935ac2cb,ARN,JFK
69d400827dca6ba0935ac2cc,ARN,KRK
69d400827dca6ba0935ac2cd,ARN,KRN
